id,title,release_year,release_month,release_day_of_week,original_language,popularity,vote_average,vote_count,budget,revenue,budget_adj,revenue_adj,runtime,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_Thriller,genre_War,genre_Western,season,season_Dump_Months,season_Holiday_Season,season_Spring_Fall,season_Summer_Blockbuster,is_franchise,director_score,actor_score
40247,Please Give,2010,4,Friday,en,3.6797,6.196,163,3000000,4313829,4429270.462633451,6369038.456850533,90,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,7.49279114470817,7.49279114470817
46660,I Love You Too,2010,5,Thursday,en,3.8537,5.6,37,3846807,1980411,5679516.206850533,2923925.315391459,107,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,0.0
20662,Robin Hood,2010,5,Wednesday,en,5.0333,6.393,4919,200000000,321669741,295284697.5088968,474920760.8447509,140,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,374.62033678989576,481.2927645146228
37056,Letters to Juliet,2010,5,Thursday,en,3.8852,7.002,2980,30000000,82148538,44292704.62633452,121286030.97064056,105,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,201.14074528064026,169.75489687544484
9543,Prince of Persia: The Sands of Time,2010,5,Wednesday,en,5.6859,6.296,7052,200000000,336365676,295284697.5088968,496618184.4501779,116,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,1476.8843117918482,101.7692782183041
10192,Shrek Forever After,2010,5,Thursday,en,9.594,6.394,7815,165000000,752600867,243609875.44483984,1111157596.7851424,93,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,1,142.37663773960568,902.1968530433015
37931,MacGruber,2010,5,Friday,en,5.9501,5.411,593,10000000,9322895,14764234.87544484,13764541.149911031,90,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,0.0
37786,Sex and the City 2,2010,5,Wednesday,en,4.2125,6.1,1707,100000000,290700000,147642348.75444838,429196307.8291815,147,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Summer_Blockbuster,0,0,0,1,1,626.2324649447523,626.2324649447523
38579,Marmaduke,2010,6,Thursday,en,5.8044,5.2,798,50000000,83761844,73821174.37722419,123667953.841637,88,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,162.49195248514457,360.0663926546308
34544,The A-Team,2010,6,Wednesday,en,5.7747,6.4,4906,110000000,177238796,162406583.62989324,261679521.3185053,117,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,56.90019704304661,339.18019513719736
38575,The Karate Kid,2010,6,Thursday,en,8.5836,6.565,6445,40000000,359126022,59056939.50177936,530222093.869217,140,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,1,0.0,0.0
37834,Knight and Day,2010,6,Tuesday,en,4.737,6.228,4808,117000000,261989769,172741548.0427046,386807848.4479537,109,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,191.51580324224724,642.3094998792634
10193,Toy Story 3,2010,6,Wednesday,en,12.6127,7.804,15471,200000000,1067316101,295284697.5088968,1575810560.1508007,102,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,1,0.0,664.4501990917095
43947,I Spit on Your Grave,2010,6,Thursday,en,6.3641,6.507,2492,2000000,572809,2952846.975088968,845708.6614768683,108,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Summer_Blockbuster,0,0,0,1,1,0.0,0.0
39053,Cyrus,2010,6,Friday,en,4.69,5.918,441,7000000,9900000,10334964.412811387,14616592.526690392,91,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,0.0
24021,The Twilight Saga: Eclipse,2010,6,Wednesday,en,7.2455,6.197,9148,68000000,698491347,100396797.15302493,1031269030.5573844,124,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Summer_Blockbuster,0,0,0,1,1,124.64597858180204,826.8860452826044
38365,Grown Ups,2010,6,Thursday,en,11.9855,6.396,6545,80000000,271457606,118113879.00355873,400786385.3709964,102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,1,305.5102294728824,267.8095749244657
10196,The Last Airbender,2010,6,Wednesday,en,4.2874,4.647,4191,150000000,319713881,221463523.1316726,472033083.2024021,103,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,469.0531059769966,0.0
34851,Predators,2010,7,Wednesday,en,10.5856,6.3,4503,40000000,127233108,59056939.50177936,187849949.044484,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Summer_Blockbuster,0,0,0,1,1,0.0,88.00987036163576
20352,Despicable Me,2010,7,Thursday,en,16.5207,7.256,15843,69000000,543284256,101873220.6405694,802117635.9715302,95,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Summer_Blockbuster,0,0,0,1,1,0.0,283.274022361933
41216,Legend of the Guardians: The Owls of Ga'Hoole,2010,7,Saturday,en,3.7772,6.821,2424,80000000,140073390,118113879.00355873,206807642.97597864,97,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,386.8290117830846,238.96177044867002
27022,The Sorcerer's Apprentice,2010,7,Tuesday,en,4.2691,6.136,5194,150000000,215300000,221463523.1316726,317873976.8683274,109,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,503.83354535546425,261.3547279622468
27205,Inception,2010,7,Thursday,en,30.3895,8.37,38699,160000000,839030630,236227758.00711745,1238764528.9012456,148,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Summer_Blockbuster,0,0,0,1,0,514.5037708788174,340.93384608572006
51739,The Secret World of Arrietty,2010,7,Friday,ja,5.8649,7.666,3088,23000000,149660003,33957740.21352313,220961543.57517797,94,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,0.0
27576,Salt,2010,7,Wednesday,en,5.9594,6.414,5821,110000000,293329073,162406583.62989324,433077932.9568505,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,225.00032521685725
51608,The Man from Nowhere,2010,8,Wednesday,ko,5.7393,7.701,1442,1255000,43059790,1852911.4768683272,63574485.32473309,119,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,0,0.0,0.0
41233,Step Up 3D,2010,8,Wednesday,en,3.3514,6.8,1969,30000000,159291809,44292704.62633452,235182168.18104985,107,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Dump_Months,1,0,0,0,1,225.7732250188153,0.0
27581,The Other Guys,2010,8,Friday,en,6.0424,6.323,4475,100000000,170432927,147642348.75444838,251631176.47375444,107,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,172.95706047974866,232.31230737971873
43949,Flipped,2010,8,Friday,en,9.4228,8.004,3256,14000000,4324817,20669928.82562277,6385261.398131672,89,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Dump_Months,1,0,0,0,0,272.3461826354525,0.0
27578,The Expendables,2010,8,Saturday,en,9.2321,6.249,8148,80000000,274470394,118113879.00355873,405234536.3371886,103,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,1,209.13869586928118,209.13869586928118
49797,I Saw the Devil,2010,8,Thursday,ko,7.199,7.791,2909,6000000,12966357,8858540.925266903,19143834.02268683,144,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,0,1.9246592391304342,0.0
38167,Eat Pray Love,2010,8,Thursday,en,4.1967,6.246,2587,60000000,204594016,88585409.25266904,302067410.63345194,133,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,298.2180085377387
22538,Scott Pilgrim vs. the World,2010,8,Thursday,en,7.2594,7.484,8404,73000000,51825248,107778914.59074733,76516013.39501779,113,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dump_Months,1,0,0,0,0,96.14593463203286,0.08197544458739543
44549,Peepli Live,2010,8,Friday,hi,3.306,7.315,73,2270000,6900000,3351481.3167259786,10187322.06405694,110,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,0.0
40264,Vampires Suck,2010,8,Wednesday,en,4.5883,4.394,1375,20000000,80547866,29528469.75088968,118922761.23398577,82,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,1,135.45598239138235,0.0
39486,Secretariat,2010,8,Friday,en,5.2282,7.408,627,35000000,60300000,51674822.06405694,89028336.29893239,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,205.1930894014008,0.0
43593,Piranha 3D,2010,8,Friday,en,3.6052,5.4,2347,24000000,83188165,35434163.70106761,122820960.69172595,88,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,1,61.096916841031074,0.0
27579,The American,2010,8,Tuesday,en,3.8569,5.971,1468,20000000,67900000,29528469.75088968,100249154.80427046,104,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,0,0.0,318.64941542683226
23631,Machete,2010,9,Wednesday,en,6.8823,6.336,3482,10500000,45491656,15502446.61921708,67164949.40569395,105,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,1,180.31305956730628,0.0
30618,Bunraku,2010,9,Wednesday,en,4.9419,5.793,345,25000000,129706,36910587.188612096,191500.98487544485,124,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,0,0.0,176.34154421475552
23168,The Town,2010,9,Wednesday,en,7.8687,7.216,5486,37000000,154026136,54627669.03914591,227407804.88612095,125,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,0,53.72393340471298,348.56100508132
37735,Easy A,2010,9,Thursday,en,5.3155,6.809,7266,8000000,75026327,11811387.900355872,110770631.36699288,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,0.0
45324,Casino Jack,2010,9,Thursday,en,3.4295,5.9,317,12500000,1083683,18455293.594306048,1599975.034252669,108,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,104.14988977684668
46738,Incendies,2010,9,Friday,fr,12.7192,8.105,3153,6800000,6788659,10039679.715302492,10022935.59653025,131,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Dump_Months,1,0,0,0,0,0.0,0.0
26388,Buried,2010,9,Friday,en,3.2096,6.634,2976,1987650,19152480,2934613.1450177934,28277171.316725977,95,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Dump_Months,1,0,0,0,0,0.0,99.71686167860977
58857,13 Assassins,2010,9,Saturday,ja,3.6324,7.326,1230,6000000,17555141,8858540.925266903,25918822.49955516,141,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,0.40967630274114797,0.0
37799,The Social Network,2010,10,Friday,en,10.6647,7.371,12913,40000000,224920315,59056939.50177936,332077635.8919039,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,1,328.8328188777439,153.65293428275774
43942,Freakonomics,2010,10,Friday,en,4.6556,6.1,126,3000000,103735,4429270.462633451,153156.79048042704,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,0.0,0.0
41402,Let Me In,2010,10,Friday,en,3.7343,6.793,2168,20000000,24145613,29528469.75088968,35649150.15435943,116,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Spring_Fall,0,0,1,0,0,255.3437844457253,0.0
57186,Skinning,2010,10,Wednesday,sr,3.9462,6.176,51,500000,288512,738211.743772242,425965.89323843416,97,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,0.0,0.0
44113,Stone,2010,10,Thursday,en,3.5134,5.294,721,22000000,9479718,32481316.725978646,13996078.31049822,105,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Spring_Fall,0,0,1,0,0,0.0,150.5438969162813
57521,Black Bread,2010,10,Sunday,ca,4.7814,6.7,123,6000000,3770657,8858540.925266903,5567086.558274021,108,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,0.0,0.0
39514,RED,2010,10,Wednesday,en,6.6873,6.706,7041,58000000,199006387,85632562.27758007,293817703.9381673,111,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,1,260.1625910138699,276.7081958444613
41439,Saw 3D,2010,10,Friday,en,4.2335,5.982,3233,17000000,136151680,25099199.288256228,201017538.22064057,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,1,104.67330836678988,198.41954527542856
38055,Megamind,2010,10,Thursday,en,9.0724,7.017,7330,130000000,321885765,191935053.3807829,475239703.7522242,96,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Spring_Fall,0,0,1,0,1,903.0133888883203,236.17608119852585
46146,Troll Hunter,2010,10,Friday,no,4.3481,6.703,1708,3500000,4159678,5167482.206405694,6141446.299822064,104,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,0.0,0.0
41733,Due Date,2010,11,Wednesday,en,4.5353,6.387,5698,65000000,211800000,95967526.69039144,312706494.6619217,95,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,342.6997830681889,652.1504881923747
44048,Unstoppable,2010,11,Thursday,en,5.6666,6.607,3796,100000000,167805466,147642348.75444838,247751931.34074733,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Holiday_Season,0,1,0,0,0,248.94994383117125,240.99430229041076
49679,Action Replayy,2010,11,Friday,hi,3.8631,5.228,79,10000000,5000000,14764234.87544484,7382117.437722419,129,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Holiday_Season,0,1,0,0,0,0.0,0.0
23830,Last Night,2010,11,Friday,en,3.7001,6.141,801,7000000,7644937,10334964.412811387,11287164.547597865,93,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Holiday_Season,0,1,0,0,0,0.0,135.0802608862782
45649,Rubber,2010,11,Tuesday,en,3.3549,5.919,1093,500000,98017,738211.743772242,144714.60097864768,82,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,Holiday_Season,0,1,0,0,0,0.0,0.0
44115,127 Hours,2010,11,Friday,en,4.923,7.086,7939,18000000,35700000,26575622.775800712,52708318.50533808,94,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Holiday_Season,0,1,0,0,0,259.3330225437156,0.23661826238465813
12444,Harry Potter and the Deathly Hallows: Part 1,2010,11,Wednesday,en,15.6967,7.736,20104,250000000,954305868,369105871.886121,1408959597.816726,146,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,1,1429.15711190096,1504.2089287775677
43539,The Next Three Days,2010,11,Thursday,en,3.7907,7.084,3033,30000000,67448651,44292704.62633452,99582772.53959076,133,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,Holiday_Season,0,1,0,0,0,162.2078402457757,480.01836378064843
49009,The Way Back,2010,11,Monday,en,3.3134,6.999,1713,30000000,24172201,44292704.62633452,35688405.30204626,133,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,370.27542949458154,0.0
43347,Love & Other Drugs,2010,11,Monday,en,7.3366,7.037,5495,30000000,102800000,44292704.62633452,151776334.51957294,112,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Holiday_Season,0,1,0,0,0,536.7265003644754,200.48150477627254
41283,Faster,2010,11,Tuesday,en,4.6819,6.345,2050,24000000,23081726,35434163.70106761,34078402.399466194,98,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Holiday_Season,0,1,0,0,0,153.8670667828107,168.21111665816593
38757,Tangled,2010,11,Wednesday,en,15.8447,7.6,12190,260000000,592461732,383870106.7615658,874724416.5960854,100,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,1,0.0,84.99530706941634
45132,Super,2010,11,Friday,en,5.3075,6.543,1699,2500000,1185012,3691058.7188612097,1749579.549822064,96,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,20.49661607464286,0.0
45269,The King's Speech,2010,11,Friday,en,4.2191,7.733,9162,15000000,414211549,22146352.31316726,611551659.7557828,118,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,0.0,0.0
46528,The Warrior's Way,2010,12,Wednesday,en,3.9072,6.567,650,42000000,11100000,62009786.47686832,16388300.711743772,100,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,Holiday_Season,0,1,0,0,0,0.0,0.0
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,12,Thursday,en,6.3486,6.444,5819,155000000,415686217,228845640.569395,613728894.2273132,113,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,1,0.0,0.0
44214,Black Swan,2010,12,Friday,en,9.1526,7.687,15326,13000000,329398046,19193505.33807829,486331011.8656584,108,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Holiday_Season,0,1,0,0,0,19.12871903821755,114.99042923670812
37710,The Tourist,2010,12,Wednesday,en,3.8544,6.178,5670,100000000,278731369,147642348.75444838,411525539.9070285,103,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Holiday_Season,0,1,0,0,0,124.03857751465773,582.4065921634901
45317,The Fighter,2010,12,Friday,en,4.5964,7.381,4627,25000000,129190869,36910587.188612096,190740433.36788252,116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,34.24783106504499,221.2194527119514
20526,TRON: Legacy,2010,12,Tuesday,en,8.8909,6.5,7767,170000000,409912892,250991992.88256228,605205021.5960854,126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Holiday_Season,0,1,0,0,1,0.0,0.0
44264,True Grit,2010,12,Wednesday,en,5.6054,7.304,5630,38000000,252300000,56104092.52669039,372501645.9074733,110,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Holiday_Season,0,1,0,0,0,145.0867184611327,91.46587869576513
38745,Gulliver's Travels,2010,12,Thursday,en,3.7097,5.216,2498,112000000,237382724,165359430.6049822,350477429.25088966,85,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,572.5093204314874,397.3756907455618
46705,Blue Valentine,2010,12,Sunday,en,4.2605,6.96,3458,1000000,15440333,1476423.487544484,22796470.296708185,112,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Holiday_Season,0,1,0,0,0,0.0,197.01752673372152
23047,Season of the Witch,2011,1,Friday,en,3.5688,5.523,2596,40000000,91627228,57249832.176723465,131141085.64545944,95,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,245.93810545934102,265.70236249348375
38753,Passion Play,2011,1,Monday,en,3.5071,4.764,119,8000000,25603,11449966.435344694,36644.18633051628,94,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,47.35431625557829
40805,The Green Hornet,2011,1,Wednesday,en,3.6656,5.594,3415,120000000,227817248,171749496.5301704,326062480.3740748,119,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,123.14980338177871,185.45389209069847
27582,The Mechanic,2011,1,Thursday,en,5.4129,6.528,3507,40000000,51070807,57249832.176723465,73094878.24699585,93,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,1,303.2331782268804,98.57743791839953
45772,Gnomeo & Juliet,2011,1,Thursday,en,3.9695,5.898,2042,36000000,189712432,51524848.95905112,271525122.3459516,84,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,1,219.33559442066147,357.75857441426103
41630,No Strings Attached,2011,1,Friday,en,5.8325,6.295,4915,25000000,149200000,35781145.11045217,213541874.0191785,107,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dump_Months,1,0,0,0,0,178.83432284221345,238.7706234463582
50546,Just Go with It,2011,2,Thursday,en,9.6855,6.702,6019,80000000,214945591,114499664.35344692,307639975.29691607,117,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dump_Months,1,0,0,0,0,353.14830742193936,282.5847760851914
39513,Paul,2011,2,Monday,en,6.3408,6.734,6134,40000000,98000000,57249832.176723465,140262088.8329725,104,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Dump_Months,1,0,0,0,0,265.2036943793346,96.14593463203286
48138,Unknown,2011,2,Wednesday,en,8.9606,6.686,4093,30000000,130786397,42937374.1325426,187187481.98120824,113,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Dump_Months,1,0,0,0,0,115.13803777734947,300.42985822785135
38322,"Big Mommas: Like Father, Like Son",2011,2,Wednesday,en,3.8588,5.554,1287,32000000,82686066,45799865.74137878,118344085.046337,107,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,1,226.0036043314633,281.0659432631428
46529,I Am Number Four,2011,2,Friday,en,4.8221,6.179,4884,50000000,149900000,71562290.22090434,214543746.0822712,109,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Dump_Months,1,0,0,0,0,187.2631917338686,0.0
47327,Drive Angry,2011,2,Thursday,en,3.8059,5.525,1988,50000000,40909909,71562290.22090434,58552135.61537573,104,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,0,154.3199121451591,256.0908427186249
51828,One Day,2011,3,Wednesday,en,4.9864,7.4,4472,15000000,59400000,21468687.0662713,85016000.78243434,107,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Spring_Fall,0,0,1,0,0,0.0,189.5531202196156
44896,Rango,2011,3,Wednesday,en,7.5993,6.887,6952,135000000,245700000,193218183.5964417,351657094.1455239,112,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Spring_Fall,0,0,1,0,0,1197.0374887357486,568.1665044754517
38543,Ironclad,2011,3,Thursday,en,4.8074,6.143,788,25000000,5151023,35781145.11045217,7372380.057211067,121,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Spring_Fall,0,0,1,0,1,0.0,29.562626027212087
38050,The Adjustment Bureau,2011,3,Thursday,en,4.3915,6.775,4807,50200000,127900000,71848539.38178796,183056338.38507327,106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Spring_Fall,0,0,1,0,0,0.0,337.3223136597999
44943,Battle: Los Angeles,2011,3,Tuesday,en,3.4671,5.812,3652,70000000,211800000,100187206.30926608,303137861.3757508,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spring_Fall,0,0,1,0,0,80.67381038446923,129.84147881946197
49730,Red Riding Hood,2011,3,Thursday,en,4.5741,5.978,3279,42000000,89162162,60112323.78555964,127612970.27534576,100,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,Spring_Fall,0,0,1,0,0,303.14925033002964,145.52046392304268
50348,The Lincoln Lawyer,2011,3,Thursday,en,4.2185,7.205,3546,40000000,85412898,57249832.176723465,122246851.90568998,119,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,0,0.0,98.35669834114744
51876,Limitless,2011,3,Thursday,en,8.5709,7.194,11263,27000000,161900000,38643636.71928834,231718695.73528823,106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Spring_Fall,0,0,1,0,0,140.35882475140872,704.2670423952419
23629,Sucker Punch,2011,3,Thursday,en,4.536,6.195,4978,82000000,89792502,117362155.9622831,128515141.75570266,110,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,0,341.8236695813081,356.3250211341186
414419,Kill Bill: The Whole Bloody Affair,2011,3,Sunday,en,17.9742,8.027,1148,55000000,5806312,78718519.24299477,8310259.68914239,247,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,276.64466305310776,229.2618508091173
45612,Source Code,2011,3,Wednesday,en,8.4684,7.308,8923,32000000,147332697,45799865.74137878,210869304.43485123,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Spring_Fall,0,0,1,0,0,14.64641139790339,190.7404707249326
50359,Hop,2011,3,Wednesday,en,6.2436,5.792,1361,63000000,183953723,90168485.67833948,263282994.2508369,95,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,393.69282901076326,0.0
49018,Insidious,2011,3,Thursday,en,5.4692,6.942,7190,1500000,100106454,2146868.70662713,143276942.2826722,102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,1,106.03924236556902,0.0
46195,Rio,2011,4,Sunday,en,10.2876,6.757,7056,90000000,483866772,128812122.3976278,692532287.322323,96,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,1,1193.0867644367981,242.86528508733082
50456,Hanna,2011,4,Thursday,en,3.4685,6.587,3592,30000000,63782078,42937374.1325426,91287831.53456716,111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,0,204.4179724215176,83.58980616233293
41446,Scream 4,2011,4,Wednesday,en,9.3903,6.5,4050,40000000,97231420,57249832.176723465,139162061.93261284,111,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Spring_Fall,0,0,1,0,1,302.5704744580023,3.9920669546467384
